,LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
8775929,-122.1236071,37.382233,410,MONTEREY PL,,LOS ALTOS,,,94022,,70f17dafffd43ba9
8775944,-122.0825671,37.3555315,1150,PAYNE DR,,LOS ALTOS,,,94024,,954fc2bb193473ce
8775947,-122.1222179,37.3887953,340,RAQUEL LN,,LOS ALTOS,,,94022,,810148c55eb6c09c
8776007,-122.0691126,37.3492985,1722,NEWCASTLE DR,,LOS ALTOS,,,94024,,2518e7b4292cdf5d
8776062,-122.0730057,37.3470872,1821,WENRICK CT,,LOS ALTOS,,,94024,,aa92c52e1ee71831
8776064,-122.0998036,37.3831865,101,HIGGINS AVE,,LOS ALTOS,,,94022,,f77d31e6cab20db1
8776112,-122.1287077,37.395449,580,VAN BUREN ST,,LOS ALTOS,,,94022,,3b4bf37e7e43532b
8776114,-122.1165399,37.387948,101,YERBA BUENA AVE,,LOS ALTOS,,,94022,,bfe2c4774cd96452
8776116,-122.1047561,37.3860223,264,AVALON DR,,LOS ALTOS,,,94022,,2f65298f1c1f9779
8776125,-122.0718695,37.3432898,1959,NEWCASTLE DR,,LOS ALTOS,,,94024,,e7efe93e23f28394
8776126,-122.1252118,37.3835266,450,OLD OAK CT,,LOS ALTOS,,,94022,,d6e25c9b9932d6e0
8776202,-122.06418,37.3510097,1643,CHRISTINA DR,,LOS ALTOS,,,94024,,5ba79bff2be21704
8776388,-122.1111367,37.3790841,133,HAWTHORNE AVE,,LOS ALTOS,,,94022,,0915d9b8d09b336e
8776390,-122.1043164,37.3809383,49,AVALON DR,,LOS ALTOS,,,94022,,b906856b7e693738
8776392,-122.0683514,37.3492592,1614,CLAY DR,,LOS ALTOS,,,94024,,f7ce61b9bcc1f929
8776396,-122.1165059,37.3919397,106,PINE LN,,LOS ALTOS,,,94022,,3f4869f30961d738
8776408,-122.0850059,37.362297,1041,SUFFOLK WAY,,LOS ALTOS,,,94024,,de054a5125734482
8776409,-122.0729083,37.3511209,1640,DALLAS CT,,LOS ALTOS,,,94024,,9b5d87cf0be0308f
8776419,-122.1083038,37.3829191,262,ANGELA DR,,LOS ALTOS,,,94022,,a98f14776b063f9c
8776472,-122.1231904,37.3926742,395,PINE LN,,LOS ALTOS,,,94022,,627f60296be520f5
8776623,-122.0665252,37.3499566,1674,ALEXANDER CT,,LOS ALTOS,,,94024,,3f3e5615f091ca6f
8776671,-122.0877748,37.3411884,911,YORKSHIRE DR,,LOS ALTOS,,,94024,,6869aea44e3d11ec
8776673,-122.115512,37.3792628,168,MAIN ST,,LOS ALTOS,,,94022,,2cb0cf875d70c5d2
8776675,-122.1122281,37.3664994,804,NASH RD,,LOS ALTOS,,,94024,,3399c2ed88130263
8776739,-122.0814104,37.3532288,1565,KENSINGTON CIR,,LOS ALTOS,,,94024,,6bf74bb7229455a1
8776756,-122.099332,37.3717714,640,PARMA WAY,,LOS ALTOS,,,94024,,db0b35119c5dbfa2
8776768,-122.0622176,37.3303878,22151,BERKELEY CT,,LOS ALTOS,,,94024,,20feab283ff5448c
8776785,-122.1083464,37.3903323,495,LOS NINOS WAY,,LOS ALTOS,,,94022,,4598905428563470
8776793,-122.1120878,37.3735525,526,LASSEN ST,,LOS ALTOS,,,94022,,7108623889f80bce
8776800,-122.125645,37.3925111,505,PINE LN,,LOS ALTOS,,,94022,,f6213c0b0328c521
8776802,-122.1179874,37.4029535,173,SANTA RITA CT,,LOS ALTOS,,,94022,,0143d0d658bed4e1
8776811,-122.0970051,37.3836724,670,BLINN CT,,LOS ALTOS,,,94024,,916d5b6b8c568bba
8776842,-122.1036794,37.3596148,445,KNOLL DR,,LOS ALTOS,,,94024,,9a73553c95766aa5
8776892,-122.1000561,37.3752089,594,BENVENUE AVE,,LOS ALTOS,,,94024,,97efcf2522cb41f3
8776912,-122.1105114,37.3898302,462,PANCHITA WAY,,LOS ALTOS,,,94022,,189fded9492063ca
8776919,-122.1011367,37.3649263,998,ECHO DR,,LOS ALTOS,,,94024,,86e8a89a3fa0dd48
8777011,-122.0634365,37.358557,1745,HAWKINS DR,,LOS ALTOS,,,94024,,01330fa427e7ff1b
8777022,-122.0886531,37.348354,920,TERRACE DR,,LOS ALTOS,,,94024,,7d07917a05b00350
8777026,-122.0769179,37.3505232,1306,RICHARDSON AVE,,LOS ALTOS,,,94024,,cc22772c1f8e9d6d
8777055,-122.1019616,37.3881426,371,VERANO DR,,LOS ALTOS,,,94022,,215d96fa805b1205
8777057,-122.084155,37.3627425,1090,EASTWOOD CT,,LOS ALTOS,,,94024,,b978d8bde25d9ec7
8777058,-122.074006,37.3553721,1423,RANCHITA DR,,LOS ALTOS,,,94024,,9287bed981598219
8777069,-122.1205382,37.3891262,417,LOS ALTOS AVE,,LOS ALTOS,,,94022,,4bf7fe91cf13d1d9
8777120,-122.1170288,37.3771378,303,1ST ST,,LOS ALTOS,,,94022,,7acb4725b111d565
8777145,-122.1020052,37.3826345,55,DOUD DR,,LOS ALTOS,,,94022,,99622e4f260c0905
8777168,-122.1172274,37.3723226,599,UNIVERSITY AVE,,LOS ALTOS,,,94022,,118f6e35ce45fc95
8777171,-122.0838344,37.345351,1275,EVA AVE,,LOS ALTOS,,,94024,,93f105a9effac24e
8777255,-122.1092138,37.3748308,220,DE ANZA LN,,LOS ALTOS,,,94022,,629384359d02baaf
8777262,-122.0765674,37.3484238,1337,MORTON AVE,,LOS ALTOS,,,94024,,388a79f4cb314769
8777266,-122.0962737,37.3587957,1280,COUNTRY CLUB DR,,LOS ALTOS,,,94024,,0fedfd66cb439dac
8777280,-122.0637646,37.3513806,1615,CHRISTINA DR,,LOS ALTOS,,,94024,,cccc4920f5c5605a
8777392,-122.1131373,37.3964882,50,E PORTOLA AVE,,LOS ALTOS,,,94022,,f460724bd10c5613
8777400,-122.0995121,37.3803447,615,SPRINGER TER,,LOS ALTOS,,,94024,,91b6b9e5482b8c88
8777683,-122.0737439,37.3587735,1429,MIRAVALLE AVE,,LOS ALTOS,,,94024,,ba29fba4bac961b0
8777685,-122.0893603,37.3505474,1608,BELVOIR DR,,LOS ALTOS,,,94024,,0a988d57a016e59b
8777686,-122.0811666,37.3493507,1181,BRUCITO AVE,,LOS ALTOS,,,94024,,104632569fd56405
8777691,-122.0857814,37.3563588,1380,MCKENZIE AVE,,LOS ALTOS,,,94024,,61fc289df67b1654
8777700,-122.0774892,37.3546001,1505,GRANT RD,,LOS ALTOS,,,94024,,b66a90ff63ad8880
8777777,-122.112813,37.3730289,553,TYNDALL ST,,LOS ALTOS,,,94022,,6e7e9ab466c49739
8777791,-122.1186134,37.3919683,198,PINE LN,,LOS ALTOS,,,94022,,8e7a7a01a96e2f3e
8777980,-122.1004494,37.3657763,951,ECHO DR,,LOS ALTOS,,,94024,,9eb16b57fa60c824
8778126,-122.1107287,37.3761258,156,MARVIN AVE,,LOS ALTOS,,,94022,,a09605d8786cfc2f
8778141,-122.1032924,37.3811803,403,AZALEA WAY,,LOS ALTOS,,,94022,,9f0442eae0224c50
8778195,-122.092062,37.3473491,803,MORA DR,,LOS ALTOS,,,94024,,8af67efdee342c05
8778217,-122.110465,37.3907153,519,VALENCIA DR,,LOS ALTOS,,,94022,,383eb6e37c059bed
8778307,-122.1109082,37.374239,482,GABILAN ST,,LOS ALTOS,,,94022,,da088da2d8884256
8778402,-122.113863,37.3969315,19,E PORTOLA AVE,,LOS ALTOS,,,94022,,1d6c99e3e52a9936
8778429,-122.0757542,37.3511377,1377,RICHARDSON AVE,,LOS ALTOS,,,94024,,510b6558f76056ab
8778433,-122.1040457,37.3731437,423,ARBOLEDA DR,,LOS ALTOS,,,94024,,d22c9de6c407e528
8778476,-122.1155656,37.3669396,50,BAY TREE LN,,LOS ALTOS,,,94022,,f88742040fdfb8f3
8778547,-122.097535,37.3672499,878,RIVERSIDE DR,,LOS ALTOS,,,94024,,6b934d23b72f864d
8778578,-122.0747075,37.354371,1399,GARTHWICK DR,,LOS ALTOS,,,94024,,72d0ba16df9462a4
8778672,-122.1172445,37.3907539,513,CHERRY AVE,,LOS ALTOS,,,94022,,41dfd737bae5f769
8778691,-122.118205,37.4040987,4350,EL CAMINO REAL,,LOS ALTOS,,,94022,,bdd810b9bdcaf857
8778698,-122.0919666,37.3546571,1467,ARBOR AVE,,LOS ALTOS,,,94024,,af1a2065655bc1c2
8778699,-122.0635472,37.3380338,1714,MARSHALL CT,,LOS ALTOS,,,94024,,71e8682092f36cb1
8778732,-122.0655304,37.357488,1370,HARWALT DR,,LOS ALTOS,,,94024,,8fca88714a8b0816
8778773,-122.0896486,37.3587566,909,CLINTON RD,,LOS ALTOS,,,94024,,58f93bbb44b60d31
8778887,-122.1145226,37.3804659,95,MAIN PL,4,LOS ALTOS,,,94022,,95ec8c54ac783fa0
8778896,-122.113659,37.3782528,211,S SAN ANTONIO RD,,LOS ALTOS,,,94022,,5cefd11b89e48162
8778978,-122.1150283,37.3822004,1,W EDITH AVE,A106,LOS ALTOS,,,94022,,50121f3c4f9bd0b5
8779024,-122.0876554,37.3577508,981,MANOR WAY,,LOS ALTOS,,,94024,,73419b0fa26782a1
8779034,-122.1116691,37.3919513,111,ARBUELO WAY,,LOS ALTOS,,,94022,,fdbba949d9e6ab72
8779043,-122.1179154,37.4032868,4388,EL CAMINO REAL,29,LOS ALTOS,,,94022,,b6a01f7926862732
8779102,-122.095779,37.3821948,701,ARROYO RD,,LOS ALTOS,,,94024,,33ea3f7ef5b84d79
8779115,-122.0991023,37.3456134,11070,EASTBROOK AVE,,LOS ALTOS,,,94024,,54df396445e88ade
8779138,-122.0953756,37.3507431,1506,COUNTRY CLUB DR,,LOS ALTOS,,,94024,,21840a3f547d527e
8779140,-122.0767614,37.3409854,1285,ST MARK CT,,LOS ALTOS,,,94024,,3c0b07fe4d01d4a3
8779141,-122.1167063,37.3841825,141,HAMILTON CT,,LOS ALTOS,,,94022,,37ee8ae942b586aa
8779142,-122.0772732,37.342091,20,FARM RD,,LOS ALTOS,,,94024,,508bb4e846f114c9
8779285,-122.0677237,37.3385301,2068,EL SERENO AVE,,LOS ALTOS,,,94024,,1c5d8ad28b366f35
8779289,-122.0876803,37.3480733,919,LUNDY LN,,LOS ALTOS,,,94024,,b7bb5f5611e22290
8779313,-122.0983706,37.386516,643,JAY ST,,LOS ALTOS,,,94022,,e623049494bfa64c
8779321,-122.0979208,37.3656569,965,RIVERSIDE DR,,LOS ALTOS,,,94024,,d719bbea06c5215f
8779358,-122.102253,37.3734896,492,CUESTA DR,,LOS ALTOS,,,94024,,033c690917402da2
8779406,-122.0805069,37.3384985,2172,SIERRA VENTURA DR,,LOS ALTOS,,,94024,,c2e6ac8f654769f2
8779498,-122.0670546,37.3505895,1635,ALEXANDER WAY,,LOS ALTOS,,,94024,,901f04e55907a701
8779509,-122.1044918,37.3762882,331,S EL MONTE AVE,,LOS ALTOS,,,94022,,d0af2b70845a89cb
8779562,-122.0973178,37.3640115,667,OAKWOOD CT,,LOS ALTOS,,,94024,,d868f71a5d614109
8779637,-122.1187348,37.3981993,222,PASA ROBLES AVE,,LOS ALTOS,,,94022,,d629693d3879675a
8779654,-122.0855353,37.3402271,906,ANDOVER WAY,,LOS ALTOS,,,94024,,c462eb96fa9299e5
8779722,-122.1240999,37.387481,444,YERBA BUENA AVE,,LOS ALTOS,,,94022,,f98b63127eb809c6
8779779,-122.1083926,37.3935922,260,DELPHI CIR,,LOS ALTOS,,,94022,,e22abbcc18ef8f3b
8779899,-122.1100645,37.363362,24560,RUTH LEE CT,,LOS ALTOS,,,94024,,c6951a55e0c17c60
8779900,-122.1195433,37.3964274,248,W PORTOLA AVE,,LOS ALTOS,,,94022,,fdb042067e7910f4
8779925,-122.0751757,37.3519338,1385,BRIGHT OAKS CT,,LOS ALTOS,,,94024,,d124b0aff324cfec
8779939,-122.1157645,37.3829759,66,MT HAMILTON AVE,,LOS ALTOS,,,94022,,eb3ff8fa5b9682ea
8779944,-122.0885634,37.3498001,941,TERRACE DR,,LOS ALTOS,,,94024,,bf8b70d0a0a7921d
8780002,-122.079785,37.3430818,1188,ST CHARLES CT,,LOS ALTOS,,,94024,,f85106d2706c1db0
8780008,-122.1138201,37.3880981,365,N SAN ANTONIO RD,,LOS ALTOS,,,94022,,4f073c95e0f57050
8780014,-122.1068923,37.3907506,519,DISTEL DR,,LOS ALTOS,,,94022,,fe4e6b6314fae070
8780015,-122.0788057,37.3405322,1253,WINDIMER DR,,LOS ALTOS,,,94024,,bd954d26aa3606e8
8780029,-122.0678835,37.3471284,1817,ALFORD AVE,,LOS ALTOS,,,94024,,01cc5e8e92f976d5
8780087,-122.1204086,37.3817279,17,LOS ALTOS AVE,,LOS ALTOS,,,94022,,1db96cdb74d581af
8780088,-122.0745603,37.3459209,1853,AUSTIN AVE,,LOS ALTOS,,,94024,,5ec7ccd6a7856dc0
8780092,-122.092875,37.3654701,981,LEONELLO AVE,,LOS ALTOS,,,94024,,4d4630a90fd2fb38
8780120,-122.1163466,37.3756777,382,1ST ST,,LOS ALTOS,,,94022,,dd6d92d93a05794c
8780228,-122.1123575,37.3793502,84,HILLVIEW AVE,,LOS ALTOS,,,94022,,0166d4b603c0e971
8780249,-122.0729242,37.3423995,2053,GRANT RD,,LOS ALTOS,,,94024,,30d6eb22d485eae0
8780337,-122.1219008,37.3808557,2,MIDDLEBURY LN,,LOS ALTOS,,,94022,,594925df95ac7d01
8780347,-122.1262932,37.3897113,490,TORWOOD LN,,LOS ALTOS,,,94022,,4521f5c501bc7bdd
8780352,-122.0739942,37.3579158,1424,MIRAVALLE AVE,,LOS ALTOS,,,94024,,078062039f2cfaa3
8780359,-122.1048618,37.362112,1085,VALLEY VIEW CT,,LOS ALTOS,,,94024,,f3737db23e867b84
8780362,-122.0967823,37.3825904,676,MILLS AVE,,LOS ALTOS,,,94022,,4c934a1ab6fc63e4
8780368,-122.0697842,37.3426146,1961,ALFORD AVE,,LOS ALTOS,,,94024,,dda7831ed257740c
8780437,-122.1135136,37.3742306,488,TYNDALL ST,,LOS ALTOS,,,94022,,1b288a7f0ba2e8c6
8780473,-122.0810936,37.3571198,1206,PAYNE DR,,LOS ALTOS,,,94024,,eaad5dc461eabc43
8780518,-122.0656078,37.3524795,1493,BROOKMILL RD,,LOS ALTOS,,,94024,,0db3f87455eb396c
8780521,-122.1127434,37.3784137,66,HAWTHORNE AVE,,LOS ALTOS,,,94022,,9ddd152dffa3ed10
8780523,-122.1091541,37.37893,217,VALLEY ST,,LOS ALTOS,,,94022,,b4faba0a30f2e520
8780657,-122.0605701,37.3295692,10470,CRESTON DR,,LOS ALTOS,,,94024,,e0221a8e482b7ddd
8780669,-122.0806972,37.3370868,2222,LAS CAMPANAS CT,,LOS ALTOS,,,94024,,5b4021a65f947d8c
8780729,-122.1057923,37.3898674,462,ALICIA WAY,,LOS ALTOS,,,94022,,eea6eb3292ad4204
8780757,-122.0851348,37.3571861,1390,HOLLY AVE,,LOS ALTOS,,,94024,,c9f8595be1606014
8780759,-122.117343,37.3782954,346,MAIN ST,,LOS ALTOS,,,94022,,8973588ba3015e50
8780811,-122.091108,37.3495678,1600,CRESTVIEW DR,,LOS ALTOS,,,94024,,9a1fa6e8438c6b74
8780833,-122.0805908,37.3501084,1211,MIGUEL AVE,,LOS ALTOS,,,94024,,edc486dcf0e7b945
8780847,-122.0834023,37.3457441,1405,MONTCLAIRE PL,,LOS ALTOS,,,94024,,71041f72af1285e9
8780932,-122.0764203,37.3438962,1973,WIMBLEDON PL,,LOS ALTOS,,,94024,,4951d1b7df9ed00f
8780952,-122.1166858,37.3786259,290,MAIN ST,,LOS ALTOS,,,94022,,ca3e90a3faaef82c
8781047,-122.0798215,37.3457842,1864,GRANGER AVE,,LOS ALTOS,,,94024,,4813697961ea7f88
8781056,-122.0638157,37.3525062,1469,BROOKMILL RD,,LOS ALTOS,,,94024,,3a21614619c18548
8781064,-122.1159311,37.3663358,23,BAY TREE LN,,LOS ALTOS,,,94022,,29d325c98629552f
8781065,-122.078196,37.3545027,1290,COLONIAL OAKS DR,,LOS ALTOS,,,94024,,5fa72b36468ad310
8781068,-122.0867823,37.3480772,926,LUNDY LN,,LOS ALTOS,,,94024,,d7ab6b637f22a73f
8781177,-122.0871284,37.3515748,988,LUNDY LN,,LOS ALTOS,,,94024,,e3ef9899f138be7b
8781257,-122.0761456,37.357788,1373,PRITCHETT CT,,LOS ALTOS,,,94024,,2d937a4099161de0
8781284,-122.0624831,37.3539413,1433,BROOKMILL RD,,LOS ALTOS,,,94024,,b0226cab1949466f
8781314,-122.0945978,37.3404173,23221,MORA GLEN DR,,LOS ALTOS,,,94024,,d0449fa81e3d0cd4
8781319,-122.125341,37.3965779,506,W PORTOLA AVE,,LOS ALTOS,,,94022,,824b287db2b219f6
8781340,-122.0661331,37.3499618,1684,FALLEN LEAF LN,,LOS ALTOS,,,94024,,071abf704f2bc6cd
8781374,-122.0843329,37.3605866,1064,DARTMOUTH LN,,LOS ALTOS,,,94024,,9338644e8ccd1efe
8781376,-122.0948543,37.3666161,730,SPENCER CT,,LOS ALTOS,,,94024,,baff2f7a5e51568a
8781421,-122.0999582,37.3672663,595,AVON WAY,,LOS ALTOS,,,94024,,574c9619d7d754c0
8781653,-122.1106795,37.3834194,155,ANGELA DR,,LOS ALTOS,,,94022,,e41b990f21895a1b
8781662,-122.0756325,37.3553228,1385,RANCHITA DR,,LOS ALTOS,,,94024,,8222aa42a186cfe5
8781670,-122.096914,37.3784463,685,SAN MARTIN PL,,LOS ALTOS,,,94024,,e3cd37428affcccb
8781719,-122.1146283,37.3823295,1,W EDITH AVE,C211,LOS ALTOS,,,94022,,d0a147563bc5c3e5
8781728,-122.0722589,37.3446251,1490,HOLT AVE,,LOS ALTOS,,,94024,,30c9bdfa626328e0
8781729,-122.1171638,37.3662061,27,DEEP WELL LN,,LOS ALTOS,,,94022,,0c403ff763c44a39
8781765,-122.1020131,37.3769072,318,RAMON DR,,LOS ALTOS,,,94024,,69dbd8adcb7cf3d1
8781774,-122.1042868,37.381164,400,E EDITH AVE,,LOS ALTOS,,,94022,,b1d5ddc59cba1361
8781775,-122.079496,37.338688,2174,CHULETA CT,,LOS ALTOS,,,94024,,99a657ee852b3a3a
8781795,-122.0900135,37.3658771,954,RUSSELL AVE,,LOS ALTOS,,,94024,,535f351369cff836
8781873,-122.0873687,37.3432897,999,HIGHLANDS CIR,,LOS ALTOS,,,94024,,53ac7fcbf7fa9274
8781876,-122.0686187,37.3316757,10597,BAXTER AVE,,LOS ALTOS,,,94024,,39552943bac01125
8781882,-122.0961957,37.3380799,23280,MORA HEIGHTS WAY,,LOS ALTOS,,,94024,,81f3c9a9ee659c7e
8781920,-122.123285,37.3976585,830,LAVERNE WAY,,LOS ALTOS,,,94022,,67b7f6e97407aec5
8781963,-122.0830934,37.3590926,1315,OAKHURST AVE,,LOS ALTOS,,,94024,,0c9be61cdea19551
8781978,-122.1066765,37.3775191,318,HAWTHORNE AVE,,LOS ALTOS,,,94022,,2cb5d15647e628b3
8782044,-122.0860616,37.360316,1001,DARTMOUTH LN,,LOS ALTOS,,,94024,,35ab8fe4d526686e
8782061,-122.1158707,37.3699103,601,MILVERTON RD,,LOS ALTOS,,,94022,,ef7339b3953aef9a
8782134,-122.0776299,37.3391059,58,CITATION DR,,LOS ALTOS,,,94024,,c217d62ef92f8b23
8782202,-122.0936745,37.3453604,761,THORSEN CT,,LOS ALTOS,,,94024,,d25123c524887839
8782203,-122.1145362,37.3930326,658,N SAN ANTONIO RD,4,LOS ALTOS,,,94022,,3b8333d8d60883fe
8782205,-122.1181083,37.4020206,1070,MERCEDES AVE,16,LOS ALTOS,,,94022,,bafdfc6e1b413480
8782231,-122.0724149,37.3508941,1646,DALLAS CT,,LOS ALTOS,,,94024,,37a4629661baef77
8782235,-122.0912577,37.3832451,821,RAYMUNDO AVE,,LOS ALTOS,,,94024,,b13bf84aa6bb7e70
8782287,-122.0724179,37.3319105,2420,CRISTO REY PL,,LOS ALTOS,,,94024,,6b973e37fb95f5e8
8782359,-122.079451,37.3393258,1216,VIA HUERTA,,LOS ALTOS,,,94024,,165d9d693296a7d8
8782362,-122.1216879,37.4025947,351,LUNADA CT,,LOS ALTOS,,,94022,,d9a0018686dcf149
8782408,-122.0985768,37.3734766,628,CUESTA DR,,LOS ALTOS,,,94024,,a6a20edcdc20018c
8782425,-122.0860154,37.361061,1011,RUNNYMEAD CT,,LOS ALTOS,,,94024,,433294de6af033a8
8782447,-122.1083929,37.3774681,260,HAWTHORNE AVE,,LOS ALTOS,,,94022,,0fae5f6928bc3e21
8782551,-122.0842862,37.3385903,882,LOCKHAVEN CT,,LOS ALTOS,,,94024,,da5505278612cff6
8782555,-122.0641201,37.3328648,10606,CRESTON DR,,LOS ALTOS,,,94024,,29f3efdf6e37a68f
8782625,-122.0808847,37.3412348,2081,STONEHAVEN DR,,LOS ALTOS,,,94024,,6c3fd1042c5b262e
8782722,-122.1156562,37.3774919,305,2ND ST,,LOS ALTOS,,,94022,,42ab08c7953d937c
8782740,-122.1190802,37.4042844,1180,LOS ALTOS AVE,,LOS ALTOS,,,94022,,cf5cd608f68a5369
8782758,-122.1175893,37.3788606,301,STATE ST,,LOS ALTOS,,,94022,,7cc02ce17c5f5f6e
8782865,-122.1088189,37.3811046,234,E EDITH AVE,,LOS ALTOS,,,94022,,eda4e2810a2ceee7
8783027,-122.113372,37.3668792,771,NASH RD,,LOS ALTOS,,,94024,,f98ce09e3626e9f1
8783103,-122.098384,37.3483838,1709,WESTBROOK AVE,,LOS ALTOS,,,94024,,14bddf1e34de4ba2
8783194,-122.1180811,37.3748709,439,UNIVERSITY AVE,,LOS ALTOS,,,94022,,77fac04a29a0a6f3
8783215,-122.0957719,37.3833101,705,RAYMUNDO AVE,,LOS ALTOS,,,94024,,9e2ec3b2d123f746
8783257,-122.0643671,37.3410444,2025,FALLEN LEAF LN,,LOS ALTOS,,,94024,,a87de2a737d03eb0
8783268,-122.10537,37.3819128,27,SUNKIST LN,,LOS ALTOS,,,94022,,72dc81f2be76bcad
8783505,-122.100672,37.3633148,1077,ECHO DR,,LOS ALTOS,,,94024,,67d8684f587b5d0b
8783657,-122.1168979,37.3715717,653,UNIVERSITY AVE,,LOS ALTOS,,,94022,,aabb0d4f85a9523b
8783832,-122.0732574,37.3320833,2405,CRISTO REY PL,,LOS ALTOS,,,94024,,12e6aa4c1a61b24b
8783844,-122.1029586,37.3752544,466,BENVENUE AVE,,LOS ALTOS,,,94024,,86345469d1edd6be
8783846,-122.1125989,37.3903701,505,SAN FELICIA WAY,,LOS ALTOS,,,94022,,b69b9e897810e91f
8783944,-122.1099943,37.3690435,817,ORCHID PL,,LOS ALTOS,,,94024,,92f16fa6d05fc99c
8783974,-122.1120057,37.3973361,44,LOS ALTOS SQ,,LOS ALTOS,,,94022,,1fae9addbde3838c
8784013,-122.0724519,37.3420267,2075,GRANT RD,,LOS ALTOS,,,94024,,91266285a9ceab9b
8784146,-122.095017,37.3644082,721,RONALD CT,,LOS ALTOS,,,94024,,dc4324c23f723b8b
8784164,-122.1085205,37.3504701,11611,WINDING WAY,,LOS ALTOS,,,94024,,569ea424afa7a4d2
8784170,-122.0884272,37.350192,947,TERRACE DR,,LOS ALTOS,,,94024,,332c3f2362b3b65b
8784172,-122.066763,37.3435752,1941,FARNDON AVE,,LOS ALTOS,,,94024,,6004d527df44a359
8784238,-122.1114524,37.3731355,551,LASSEN ST,,LOS ALTOS,,,94022,,f88f65bcf12346d8
8784337,-122.065332,37.3437509,1720,ASKAM LN,,LOS ALTOS,,,94024,,2dc9f64e30de3c7c
8784358,-122.0974011,37.3761158,666,PACO DR,,LOS ALTOS,,,94024,,93420be95faaf7f7
8784366,-122.1046337,37.3652713,1005,BORDER RD,,LOS ALTOS,,,94024,,5575d2a4c70a694e
8784440,-122.0803927,37.3451337,1860,CAPISTRANO WAY,,LOS ALTOS,,,94024,,eb839f94b35ad09c
8784501,-122.1195139,37.3996746,246,LOUCKS AVE,,LOS ALTOS,,,94022,,fe51641c2d2b6def
8784526,-122.076854,37.3416242,24,FARM RD,,LOS ALTOS,,,94024,,b2b3f8b8e1345738
8784599,-122.083797,37.3460245,1260,EVA AVE,,LOS ALTOS,,,94024,,1a6ef56345ed7ef4
8784606,-122.0897627,37.3445565,964,CROOKED CREEK DR,,LOS ALTOS,,,94024,,d410f5e389a266a3
8784614,-122.1028971,37.3821691,36,DOUD DR,,LOS ALTOS,,,94022,,712c460e3b653733
8784616,-122.0832119,37.3651698,990,HAYMAN PL,,LOS ALTOS,,,94024,,e63758432ef79a1a
8784631,-122.0825176,37.3457204,1420,MONTCLAIRE PL,,LOS ALTOS,,,94024,,4bce8e61966b89fb
8784654,-122.0908268,37.3457342,835,TERRACE DR,,LOS ALTOS,,,94024,,becaf2ddf4088b0c
8784683,-122.0970977,37.3702966,678,ROSITA AVE,,LOS ALTOS,,,94024,,f5def8a37ff28be5
8784757,-122.1169338,37.394211,691,TEMPLEBAR WAY,,LOS ALTOS,,,94022,,ac9cd853e28f3976
8784770,-122.0636727,37.3323626,10594,CRESTON DR,,LOS ALTOS,,,94024,,56e6175f2c175075
8784802,-122.1004872,37.3635233,1075,ECHO DR,,LOS ALTOS,,,94024,,379d1152532d148f
8784896,-122.0644308,37.3307813,22261,AINSWORTH DR,,LOS ALTOS,,,94024,,b447ce68057c2158
8784917,-122.0854402,37.3543884,1030,AUTUMN LN,,LOS ALTOS,,,94024,,bc966c1d9556792e
8784928,-122.1020038,37.3507983,1612,SHIRLEY AVE,,LOS ALTOS,,,94024,,6f4fe238d1825853
8784942,-122.1062119,37.3455189,23681,RAVENSBURY AVE,,LOS ALTOS,,,94024,,965ee99daba3b70c
8784958,-122.1154083,37.3981765,40,PASA ROBLES AVE,,LOS ALTOS,,,94022,,56d74f3ddba88d10
8785015,-122.0837208,37.3411278,2060,KENT DR,,LOS ALTOS,,,94024,,dee64a98408a07e2
8785087,-122.1076252,37.3820989,48,N GORDON WAY,,LOS ALTOS,,,94022,,6a111b636b19a988
8785091,-122.0712815,37.3495221,1718,ORR CT,,LOS ALTOS,,,94024,,9f2b7efa8da18f3e
8785111,-122.087592,37.3612457,980,BERRY AVE,,LOS ALTOS,,,94024,,f3f138435b271e1d
8785131,-122.1065645,37.3731147,545,SHELBY LN,,LOS ALTOS,,,94024,,d81d3241c76babc1
8785151,-122.1036121,37.3768359,435,PACO DR,,LOS ALTOS,,,94024,,968ad960291352bf
8785203,-122.0740866,37.3386206,22850,SEQUOIA DR,,LOS ALTOS,,,94024,,fcba165afd99e66b
8785221,-122.0694305,37.3398642,2084,CRIST DR,,LOS ALTOS,,,94024,,dc9a87dfcce394ca
8785304,-122.1179347,37.3786004,359,STATE ST,,LOS ALTOS,,,94022,,2bb6cd8773911d70
8785372,-122.1146283,37.3823295,1,W EDITH AVE,C116,LOS ALTOS,,,94022,,be2dd129c5f1a7df
8785415,-122.1240084,37.39736,815,LAVERNE WAY,,LOS ALTOS,,,94022,,ef6cf634d25ab990
8785416,-122.084263,37.3527452,1075,FREMONT AVE,,LOS ALTOS,,,94024,,e12f865551b950c7
8785435,-122.0963494,37.3826265,86,N SPRINGER RD,,LOS ALTOS,,,94024,,93d6ffc234b2d6bc
8785502,-122.1022321,37.3831039,83,DOUD DR,,LOS ALTOS,,,94022,,c72be8a3e536222a
8785513,-122.1176564,37.3865674,282,CHERRY AVE,,LOS ALTOS,,,94022,,b301b937e55e30cf
8785522,-122.0920856,37.3466813,790,MORA DR,,LOS ALTOS,,,94024,,f4a865cf123bd793
8785555,-122.0783954,37.3531925,1284,ESTATE DR,,LOS ALTOS,,,94024,,cb163c2d41c1ec12
